id,name,typecode,addr,gcj,wgs,cell_id,wgs_lng,wgs_lat,kind
B0J3ZSSVL0,和宁公寓,100200,万荣路85号,"121.449024,31.270516","121.444427,31.272381",6666,121.444427,31.272381,hotel
B0FFFF79YG,悠诗阁酒店公寓A楼,100100,沪太路826号,"121.44203,31.26745","121.437417,31.269304",6666,121.437417,31.269304,hotel
B0FFGCEU35,榕华公寓(延长中路店),100200,沪太路807弄1号,"121.443638,31.266977","121.439029,31.268834",6666,121.439029,31.268834,hotel
B0JRY1I8HD,上海南方公寓,100200,延长中路与沪太路交叉口东北200米,"121.445488,31.267009","121.440883,31.268869",6666,121.440883,31.268869,hotel
B0FFH0HD4D,上海绿发JW万豪侯爵酒店,100103,浦明路与张家浜路交叉口西南60米,"121.51385,31.216029","121.509470,31.218096",7549,121.50947,31.218096,hotel
B00156DHFP,浦东福朋喜来登由由酒店,100103|050000,浦东南路2111号(塘桥地铁站3号口步行50米),"121.516997,31.209509","121.512628,31.211588",7549,121.512628,31.211588,hotel
B00156GMYK,如家商旅酒店(上海陆家嘴第一八佰伴店),100105,浦东南路1860号(近浦东大酒店),"121.517934,31.216373","121.513568,31.218452",7549,121.513568,31.218452,hotel
B00155KNFP,如家精选酒店(上海世博塘桥店),100105,塘桥新路190号(距塘桥地铁站289米),"121.515755,31.21067","121.511382,31.212745",7549,121.511382,31.212745,hotel
B0FFLDE1PK,如家商旅酒店(上海仁济东院塘桥地铁站店),100100,浦建路15号如家商旅酒店(上海世博塘桥地铁站店),"121.518247,31.210889","121.513883,31.212971",7549,121.513883,31.212971,hotel
B00155L258,如家商旅酒店(上海浦东八佰伴塘桥店),100105,峨山路601-603号(近仁济医院、儿童医学中心),"121.522452,31.214765","121.518102,31.216857",7549,121.518102,31.216857,hotel
B0FFM69P0D,塘桥商城,060100,浦东南路与塘桥路交叉口南80米(塘桥地铁站出入口旁),"121.518135,31.21064","121.513770,31.212722",7549,121.51377,31.212722,mall
B00156DYZI,7天酒店(上海陆家嘴塘桥地铁站店),100105,浦明路999号,"121.514698,31.216221","121.510321,31.218290",7549,121.510321,31.21829,hotel
B0J0VSUGLZ,白玉兰酒店(上海陆家嘴滨江店),100105,潍坊新村街道浦电路57号5层,"121.51621,31.21728","121.511838,31.219353",7549,121.511838,31.219353,hotel
B0FFLJP2ZR,全季酒店(上海陆家嘴世茂滨江花园店),100100,张家浜路37弄3-5号,"121.517032,31.215768","121.512663,31.217844",7549,121.512663,31.217844,hotel
B0FFJ6US5T,和颐至尚酒店(上海仁济医院东院塘桥地铁站店),100100,蓝村路518号南泉大厦F1层,"121.522646,31.211304","121.518297,31.213398",7549,121.518297,31.213398,hotel
B00154DTRH,浦东大酒店,100103,浦东南路1888号,"121.518208,31.215366","121.513843,31.217446",7549,121.513843,31.217446,hotel
B00150D7F9,由由大酒店,100104,浦东南路2115号(塘桥地铁站3号口步行80米),"121.517178,31.209975","121.512810,31.212054",7549,121.51281,31.212054,hotel
B00156O9LE,景廷客房(上海仁济医院东院店),100200,浦东南路2048号(塘桥地铁站4号口过天桥),"121.517509,31.21131","121.513142,31.213390",7549,121.513142,31.21339,hotel
B0I1JHCDJT,浦东福朋喜来登由由酒店大堂,100103,浦东南路2111号浦东福朋喜来登由由酒店,"121.516862,31.209572","121.512493,31.211651",7549,121.512493,31.211651,hotel
B0FFF9O63R,如家莫泰酒店(上海浦东南路八佰伴店),100105,浦东南路1758号,"121.518416,31.217012","121.514052,31.219092",7549,121.514052,31.219092,hotel
B0JRGH0P36,富源公寓(塘桥地铁站店),100200,浦东南路1862弄20号众鑫大厦二楼,"121.517357,31.215925","121.512989,31.218002",7549,121.512989,31.218002,hotel
B0J0NCGZZJ,C乐乐之家公寓(徐家弄路1号分店),100100,徐家弄路浦建小区,"121.521975,31.211475","121.517623,31.213567",7549,121.517623,31.213567,hotel
B00156GN8E,佑海公寓(浦东陆家嘴店),100200|100100,浦电路57号,"121.516574,31.216768","121.512203,31.218842",7549,121.512203,31.218842,hotel
B0I6BUL7QV,如元公寓(峨山路分店),100200,南泉公寓北2门旁,"121.524141,31.214411","121.519796,31.216508",7549,121.519796,31.216508,hotel
B0FFJ1DZ8D,上海喜来登由由大酒店(大堂吧),100100|050000,浦建路38号1层(塘桥地铁站3号口步行140米),"121.516925,31.209575","121.512556,31.211654",7549,121.512556,31.211654,hotel
B0JBZKGDC1,房满满公寓(南泉路分店),100100,上海浦东新区南泉路1241弄6幢8-9号,"121.522175,31.212225","121.517824,31.214318",7549,121.517824,31.214318,hotel
B0JU9NM9GY,安小轩公寓(塘桥路分店),100100,塘桥路浦建小区浦建路83弄(北门),"121.520342,31.210669","121.515985,31.212757",7549,121.515985,31.212757,hotel
B0IGXCNRJP,JW MARRIOTT MARQUIS SHANGHAI PUDONG,100100,浦明路与张家浜路交叉口西60米,"121.513804,31.216217","121.509424,31.218284",7549,121.509424,31.218284,hotel
B0J1BBN0L1,C乐乐公寓(南泉路分店),100100,南泉路1211弄8号峨山小区,"121.523675,31.212525","121.519329,31.214622",7549,121.519329,31.214622,hotel
B0FFKTDXVI,光辉煌岁月大酒店,100100,蓝村路南泉路518号,"121.522799,31.211419","121.518450,31.213514",7549,121.51845,31.213514,hotel
B0L2C5HC8H,莫泰168旅店(上海浦东南路八佰伴店),100105,浦东南路1758号,"121.518606,31.217023","121.514242,31.219103",7549,121.514242,31.219103,hotel
B0LG7X3GUI,丫丫二N的高颜值民宿,100200,茂兴路与微山路交叉口北100米,"121.514325,31.209575","121.509947,31.211646",7549,121.509947,31.211646,hotel
B0L6DK5JX2,笠途公寓,100200,众鑫大厦西南1门旁,"121.517525,31.215775","121.513158,31.217853",7549,121.513158,31.217853,hotel
B0MG7XJ5AZ,上海鲁能JW万豪侯爵酒店礼宾部,100100,浦明路与浦电路交叉口南120米,"121.513875,31.216025","121.509495,31.218092",7549,121.509495,31.218092,hotel
B00156ZUY5,培红捌八客栈(塘桥店),100200,茂兴路71-1号,"121.514721,31.209993","121.510344,31.212065",7549,121.510344,31.212065,hotel
B0L3MCL5DB,璟宏公寓,100200,塘桥街道南泉路1327号(塘桥地铁站2号口步行340米),"121.521975,31.209625","121.517624,31.211718",7549,121.517624,31.211718,hotel
B0K6YA5MRR,锦江之星旅馆有限公司上海浦电路分公司,100105,浦电路57号5层,"121.517054,31.216701","121.512685,31.218777",7549,121.512685,31.218777,hotel
B0LR3RFKJ0,申申大酒店,100100,浦东南路与浦建路交叉口南40米,"121.517001,31.210035","121.512632,31.212114",7549,121.512632,31.212114,hotel
B0K3FUOORG,丫丫的民宿,100200,浦东南路与浦建路交叉口南80米,"121.517075,31.209775","121.512707,31.211854",7549,121.512707,31.211854,hotel
B00157HU8U,上海伦蒂诺中锦国际酒店公寓(暂停营业),100102,塘桥街道浦东南路1969号中锦集团大厦8楼,"121.518642,31.211382","121.514279,31.213465",7549,121.514279,31.213465,hotel
B0H045CQ2I,上海野生动物园美仑酒店,100100,南六公路371-373号,"121.713215,31.05834","121.708870,31.060471",9818,121.70887,31.060471,hotel
B0KRUGX31Z,如家酒店·neo(上海野生动物园店),100105,南六公路377弄29号,"121.712964,31.0609","121.708619,31.063030",9818,121.708619,31.06303,hotel
B0FFL0JVLU,433商业广场,060102,南六公路433号,"121.712903,31.062071","121.708558,31.064200",9818,121.708558,31.0642,mall
B0FFHGOH54,尚庭酒店(上海野生动物园店),100100,上海浦东新区南六公路498号2A座,"121.714582,31.06012","121.710235,31.062248",9818,121.710235,31.062248,hotel
B0L1BYYZ0S,格盟酒店(上海野生动物园店),100100,南六公路377弄5号,"121.713423,31.059955","121.709078,31.062085",9818,121.709078,31.062085,hotel
B0KK2S64PP,如家酒店·neo上海南六公路野生动物园店大堂,100105,南六公路377弄29号如家酒店·neo(上海野生动物园店),"121.712925,31.060925","121.708580,31.063055",9818,121.70858,31.063055,hotel
B0FFI5VSQX,上海梦想之家卡通主题民宿南六公路店,100200,上海浦东新区南六公路399弄,"121.710663,31.059436","121.706321,31.061570",9818,121.706321,31.06157,hotel
B0GK5P8MT0,上海澍宁居公寓(3号店),100100,南六公路399弄-26号(艺泰安邦花园),"121.709025,31.059075","121.704685,31.061211",9818,121.704685,31.061211,hotel
B0K0KDELQ6,光之翼的民宿(南汇及野生动物园二店),100200,南季路与鸣晓路交叉口东北280米,"121.709225,31.060975","121.704885,31.063110",9818,121.704885,31.06311,hotel
B0K6YN5LOR,房东小鱼头公寓(南季路分店),100200,南季路艺泰安邦花园-61号楼,"121.708956,31.059639","121.704616,31.061775",9818,121.704616,31.061775,hotel
B0MB7HOSZF,光辉村房东直租,100200,光辉西路与南街路交叉口西200米,"121.705775,31.065175","121.701439,31.067312",9818,121.701439,31.067312,hotel
B0H0VD0GS3,上海新国际博览中心杨高南路地铁站亚朵酒店,100100,华绣路356号,"121.531552,31.184531","121.527234,31.186663",7673,121.527234,31.186663,hotel
B0LR1XUDG3,全季酒店(上海新国际博览中心高科西路店)-大堂,100100,高科西路与杨高南路辅路交叉口东南180米,"121.526092,31.186778","121.521756,31.188894",7673,121.521756,31.188894,hotel
B0KG75APV5,海尚思裕快捷酒店(上海第九人民医院浦东院区店),100100,高科西路1664号(杨高南路地铁站3号口步行230米),"121.526931,31.186947","121.522598,31.189065",7673,121.522598,31.189065,hotel
B0FFG1S9RN,馨亨旅馆(锦尊路店),100200,锦尊路306号,"121.530409,31.182802","121.526088,31.184931",7673,121.526088,31.184931,hotel
B00157BQ9H,上海臻平旅馆,100200,华绣路163号(上南中学斜对面),"121.526295,31.184149","121.521960,31.186267",7673,121.52196,31.186267,hotel
B0I6CMJKAR,上海新国际博览中心杨高南路地铁站亚朵酒店大堂,100100,华绣路与锦尊路交叉口东160米,"121.531825,31.184549","121.527508,31.186681",7673,121.527508,31.186681,hotel
B001576TKI,上海大清河旅馆,100100|071400,锦尊路306-4号,"121.530628,31.182566","121.526307,31.184696",7673,121.526307,31.184696,hotel
B0KKPOTOVR,文文的高颜值民宿,100200,华绣路与华绣路179弄交叉口东北100米,"121.527275,31.184825","121.522943,31.186945",7673,121.522943,31.186945,hotel
B0LG7O4A35,风栖民宿(浦东新国际博览中心店),100200,严桥路与严镇路交叉口西南180米,"121.525525,31.189375","121.521187,31.191488",7673,121.521187,31.191488,hotel
B0M6TR63AR,严桥路民宿(浦东新国际博览中心店),100200,严桥路与严镇路交叉口西南160米,"121.525525,31.189425","121.521187,31.191538",7673,121.521187,31.191538,hotel
B0FFG94O54,桂一公寓,100200,锦尊路306号2层,"121.530417,31.183101","121.526096,31.185230",7673,121.526096,31.18523,hotel
B0MAYP04ED,馨享旅店,100200,锦尊路312号,"121.531135,31.182512","121.526816,31.184643",7673,121.526816,31.184643,hotel
B00155Q7CG,百联金山购物中心,060101,卫清西路188号,"121.347755,30.731843","121.343211,30.734011",5337,121.343211,30.734011,mall
B0I1YH8NBS,上海兰墅智慧酒店(金山百联店),100100,卫清西路45号,"121.351503,30.730324","121.346952,30.732486",5337,121.346952,30.732486,hotel
B00156ECB2,东方商厦(金山店),060101,卫清西路168弄99号百联金山购物中心,"121.347796,30.731716","121.343252,30.733884",5337,121.343252,30.733884,mall
B0JUVRH6LE,上海兰墅国际酒店(金山城市沙滩店),100100|170200,卫清西路179号,"121.349811,30.729853","121.345263,30.732018",5337,121.345263,30.732018,hotel
B0FFJ7KYN3,柏丽艾尚酒店(上海金山百联城市沙滩店),100100,石化卫清西路55号西侧,"121.350891,30.729895","121.346341,30.732058",5337,121.346341,30.732058,hotel
B0FFHCG9LF,枫憬酒店(上海金山城市沙滩店),100103,前京大道288号,"121.346149,30.734912","121.341608,30.737081",5337,121.341608,30.737081,hotel
B0GKJSXFMV,海鸥广场,060102,石化卫清西路61号,"121.351512,30.729778","121.346961,30.731940",5337,121.346961,30.73194,mall
B0FFI1A5MV,喆菲酒店(上海金山城市沙滩百联购物中心店),100100,杭州湾大道700号(杭州湾大道与卫清东路交叉口),"121.352609,30.730868","121.348055,30.733028",5337,121.348055,30.733028,hotel
B0KALC8J2X,锐思特酒店(上海金山百联购物中心店),100100,石化卫清西路355号3层,"121.346261,30.729232","121.341721,30.731404",5337,121.341721,30.731404,hotel
B00155D30H,海鸥大厦,100102,龙胜路58号,"121.351492,30.729768","121.346941,30.731930",5337,121.346941,30.73193,hotel
B0J05AW9EL,乐好青年酒店式公寓,100200,卫清西路153-159号,"121.349735,30.729991","121.345187,30.732156",5337,121.345187,30.732156,hotel
B0HDH1FF9Q,悦榕里人文庭院式酒店,100100,山阳镇前京大道368号,"121.345387,30.736644","121.340848,30.738813",5337,121.340848,30.738813,hotel
B0JUJ1XOAF,如家快捷酒店(海鸥广场店),100105,石化卫清西路61号海鸥广场,"121.351375,30.730325","121.346824,30.732487",5337,121.346824,30.732487,hotel
B0L3OUY0T4,FengjingHotel,100100,前京大道与板桥西路交叉口北140米,"121.346175,30.734625","121.341634,30.736794",5337,121.341634,30.736794,hotel
B0JU95EHHF,美叙·美致豪酒店(上海宝山店),100100,杨行镇松兰路879号,"121.444628,31.379802","121.440011,31.381619",6678,121.440011,31.381619,hotel
B0FFGVY1EG,闿和阳光广场,060101,宝杨路3003号,"121.445369,31.377969","121.440754,31.379788",6678,121.440754,31.379788,mall
B0FFHRQGDS,锦江之星品尚(上海杨行宝杨路店),100105,杨行镇宝杨路3090号,"121.443944,31.375841","121.439326,31.377658",6678,121.439326,31.377658,hotel
B0FFHGPXVN,东街休闲广场,060102,杨行镇杨泰路539号,"121.439574,31.379284","121.434947,31.381093",6678,121.434947,31.381093,mall
B0FFH33MWP,宝隆居家酒店(上海杨行店),100100,杨泰路539号东街休闲广场F2层,"121.439889,31.379273","121.435262,31.381082",6678,121.435262,31.381082,hotel
B0FFKYFC0K,上海兆忠假日酒店,100100,宝杨路3090号,"121.443673,31.375435","121.439055,31.377252",6678,121.439055,31.377252,hotel
B0015586AR,杨行招待所,100200,影园路399号,"121.443151,31.373485","121.438532,31.375301",6678,121.438532,31.375301,hotel
B0FFHLLNTE,白领公寓,100200,杨行镇杨文路杨文路567号,"121.444015,31.375281","121.439397,31.377098",6678,121.439397,31.377098,hotel
B0FFF00KGD,泊印致选酒店(上海青浦新城地铁站城中北路店),100105,城中北路518号(青浦法院斜对面),"121.113117,31.155601","121.108510,31.157482",2590,121.10851,31.157482,hotel
B0K09ZUIGK,汉庭酒店(上海青浦城中北路店),100105,青赵公路116号1幢,"121.112629,31.154313","121.108022,31.156195",2590,121.108022,31.156195,hotel
B0HD96Z04Z,汉庭酒店(上海青浦东方商厦酒店),100105,"三元路246号(距17号线地铁青浦新城站10分钟车程;距东方商厦20米,步行1分钟)","121.112621,31.150244","121.108014,31.152128",2590,121.108014,31.152128,hotel
B0FFKJIFGT,华舒酒店(上海青浦新城地铁站城中北路店),100100,城中北路270号,"121.11217,31.151231","121.107563,31.153114",2590,121.107563,31.153114,hotel
B0FFGHFRP3,上海佳丽时尚宾馆,100100,卫中路79号,"121.106357,31.150283","121.101747,31.152164",2590,121.101747,31.152164,hotel
B0GKC4P1PH,上海汉舍郦宫酒店(青浦青赵公路店),100100,青赵公路238号,"121.109514,31.153743","121.104905,31.155623",2590,121.104905,31.155623,hotel
B0I6Z97EY1,桥梓湾花园酒店,100100,桥梓湾商业街(近曲水园),"121.113814,31.15014","121.109208,31.152025",2590,121.109208,31.152025,hotel
B0FFF2R0NH,港隆国际广场,060102,盈港路453号(靠近胜利路),"121.11512,31.158845","121.110514,31.160726",2590,121.110514,31.160726,mall
B0FFL02AC7,汉庭酒店(上海青浦新城地铁站店),100105,华科路109号(青浦新城地铁站店),"121.128152,31.156546","121.123558,31.158440",2844,121.123558,31.15844,hotel
B0FFGG41R0,上海富绅家酒店式公寓(青舟支路分店),100200,公园东路1289号富绅商业中心F1层,"121.136863,31.152254","121.132281,31.154162",2844,121.132281,31.154162,hotel
B0H0U5J9UF,汉庭酒店青浦新城地铁站大堂,100105,华科路与外青松公路交叉口东280米,"121.12807,31.15657","121.123476,31.158464",2844,121.123476,31.158464,hotel
B0JG7HU4VX,青柠的投影民宿(富绅商业中心店),100200,公园东路1289号富绅商业中心27号1219室,"121.13676,31.152713","121.132178,31.154620",2844,121.132178,31.15462,hotel
B0K2SL1GIC,爱民民宿,100200,盈港东路与中横港路交叉口东南260米,"121.12925,31.15761","121.124657,31.159505",2844,121.124657,31.159505,hotel
B001573A26,宝乐汇印象城,060101,牡丹江路1569号,"121.485437,31.399628","121.480939,31.401540",7189,121.480939,31.40154,mall
B0H1ML1RWE,红露圆大酒店,100104,友谊路40号,"121.489537,31.407054","121.485053,31.408976",7189,121.485053,31.408976,hotel
B0HRCULYSY,如家商旅酒店(上海第九人民医院北院吴淞国际邮轮港店),100100,友谊支路16号,"121.489399,31.40104","121.484915,31.402963",7189,121.484915,31.402963,hotel
B00154D9OI,上海莱思莉宾馆(吴淞口国际邮轮港店),100100,牡丹江路1771号,"121.481722,31.406132","121.477211,31.408032",7189,121.477211,31.408032,hotel
B00156E2J2,上海格莱雅宾馆(第九人民医院北院店),100100,牡丹江路1761号(近宝山中心医院),"121.481792,31.405843","121.477281,31.407743",7189,121.477281,31.407743,hotel
B0FFIYKLWJ,上海联泰精品酒店,061210|100100,友谊支路28号,"121.489307,31.401584","121.484823,31.403507",7189,121.484823,31.403507,other
B0FFG36JP5,M家社区酒店(上海吴淞口国际邮轮港牡丹江路店),100100,牡丹江路1783号,"121.481498,31.406627","121.476986,31.408526",7189,121.476986,31.408526,hotel
B00156O9LB,上海驿峰宾馆(上海第九人民医院店),100100,牡丹江路1769号后门,"121.481583,31.406298","121.477071,31.408197",7189,121.477071,31.408197,hotel
B0LKRC6Q2R,宇宏轩智慧酒店,100100,宝林路458号2幢3A层,"121.483503,31.399962","121.478998,31.401868",7189,121.478998,31.401868,hotel
B0L3TS8DO0,易佳轻奢酒店(上海牡丹江路店),100100,牡丹江路1776号,"121.481269,31.406118","121.476756,31.408016",7189,121.476756,31.408016,hotel
B0L3KPB19V,墨澜轩青年公寓,100201,友谊路与牡丹江路交叉口西南100米,"121.481675,31.403875","121.477164,31.405775",7189,121.477164,31.405775,hotel
B0L2M5YGKX,如家快捷酒店,100105,牡丹江路与盘古路交叉口东南40米,"121.48127,31.407206","121.476757,31.409104",7189,121.476757,31.409104,hotel
B0L1NGVI6L,上海梦之星青年旅社,100201,友谊路与牡丹江路交叉口西40米,"121.481825,31.404775","121.477314,31.406675",7189,121.477314,31.406675,hotel
B0LBLUOH41,善维公寓,100200,宝钢十村小区东北门东南80米,"121.479975,31.401875","121.475458,31.403771",7189,121.475458,31.403771,hotel
B0IRL5HPFO,汉庭连锁,100100,西门街与友谊路201号通道交叉口西南100米,"121.481283,31.406099","121.476770,31.407997",7189,121.47677,31.407997,hotel
B0JK5CEM71,上海宴江楼饭店,100100,宝林路与友谊支路交叉口西40米,"121.488975,31.402013","121.484489,31.403935",7189,121.484489,31.403935,hotel
B0L0YN52ZF,上海云鹏青年公寓,100201,友谊路与牡丹江路交叉口西南100米,"121.481588,31.40396","121.477076,31.405860",7189,121.477076,31.40586,hotel
B0GUCH4WE2,沐浴住宿(暂停营业),100200,密山新村西北1门西70米,"121.480378,31.401415","121.475863,31.403312",7189,121.475863,31.403312,hotel
B0JASU6IEJ,上海五角场殷高西路地铁站亚朵酒店,100100,逸仙路1339号,"121.485821,31.31515","121.481332,31.317091",7179,121.481332,31.317091,hotel
B0FFG8T93X,汉庭酒店(上海财大吉浦路店),100105,吉浦路521号,"121.490709,31.313379","121.486237,31.315335",7179,121.486237,31.315335,hotel
B0IDOAUSDH,汉庭酒店上海财大吉浦路店大堂,100105,吉浦路521号汉庭酒店(上海财大吉浦路店),"121.4907,31.313344","121.486228,31.315300",7179,121.486228,31.3153,hotel
B0FFGCEUY8,上海沪龙宾馆(逸仙路店),100100,逸仙路1321弄-5支弄-18号,"121.487723,31.31412","121.483241,31.316067",7179,121.483241,31.316067,hotel
B00156O9SJ,上海华松旅馆,100200,三门路651号,"121.485784,31.311629","121.481295,31.313571",7179,121.481295,31.313571,hotel
B0FFG4D24P,彩虹小居精品人才公寓,100200,高境镇吉浦路525号,"121.49037,31.313597","121.485897,31.315552",7179,121.485897,31.315552,hotel
B0LBLCODFB,平安驿站,100200,吉浦路与三门路交叉口北140米,"121.490325,31.312698","121.485852,31.314653",7179,121.485852,31.314653,hotel
B0JBFZ0CYS,闲棋牌客房,100200,吉浦路与逸仙路1321弄通道交叉口东南120米,"121.490766,31.313052","121.486294,31.315008",7179,121.486294,31.315008,hotel
B0HRO7LK1C,园区驿站(盖浇饭),100200,三门路561号A107,"121.487714,31.313125","121.483232,31.315072",7179,121.483232,31.315072,hotel
B0IAJR1G7L,北雁旅馆,100200,逸仙路辅路与三门路交叉口西南40米,"121.484896,31.311397","121.480404,31.313337",7179,121.480404,31.313337,hotel
B0HA3H2H81,先番城,060100,上坤路77弄(航中路地铁站4号口步行230米),"121.355116,31.163699","121.350520,31.165610",5512,121.35052,31.16561,mall
B0H3M59XP3,上海虹桥美仑美奂酒店,100100,上坤路77弄9-11号1层、9号4-11层,"121.355754,31.163334","121.351157,31.165244",5512,121.351157,31.165244,hotel
B0FFH0R6XF,上海虹桥国展吴中路亚朵酒店(V3.6),100105,吴中路2708号,"121.348912,31.163769","121.344329,31.165690",5512,121.344329,31.16569,hotel
B0LRAZ0P91,全季酒店(上海虹桥火车站航中路地铁站店),100105,航中路139号(航中路地铁站2号口步行290米),"121.354298,31.168233","121.349704,31.170143",5512,121.349704,31.170143,hotel
B0IKR5KWHY,上海虹桥国展七宝老街美沁酒店,100100,吴中路2708号B栋,"121.348564,31.163682","121.343982,31.165604",5512,121.343982,31.165604,hotel
B00155QLR2,晋豪生活广场,060102,航北路653号,"121.349241,31.170547","121.344657,31.172464",5512,121.344657,31.172464,mall
B0FFIU3TAK,城家公寓酒店(上海七宝店),100100,吴宝路415号4-6层,"121.346775,31.162778","121.342196,31.164703",5512,121.342196,31.164703,hotel
B00156O9DC,锦豪酒店(上海虹桥机场航中路地铁站店),100100,七宝镇航北路653号晋豪生活广场3楼,"121.348978,31.170442","121.344394,31.172360",5512,121.344394,31.17236,hotel
B00156OAT8,上海航龙旅馆,100200,航中路312号,"121.353022,31.171471","121.348430,31.173381",5512,121.34843,31.173381,hotel
B0KATNJCA6,天木泉轻奢智能公寓,100100,七宝镇吴宝路415号新龙大厦南楼3楼,"121.346825,31.162825","121.342246,31.164750",5512,121.342246,31.16475,hotel
B0L215TL1I,亚朵酒店-大堂,100100,吴中路与吴宝路交叉口东北160米,"121.348499,31.163632","121.343917,31.165554",5512,121.343917,31.165554,hotel
B0GRTXFETW,虹桥国展亚朵酒店·宴会厅,100100,吴中路与吴宝路交叉口东北140米,"121.348675,31.163325","121.344092,31.165247",5512,121.344092,31.165247,hotel
B0K3DMKOTB,晋灏酒店式公寓,100100,航北路653号晋豪生活广场,"121.349156,31.170584","121.344572,31.172501",5512,121.344572,31.172501,hotel
B0FFGOE4EZ,盈嘉生活广场,060102,江桥镇曹安公路1718号威龙大厦1层,"121.364076,31.254167","121.359457,31.256021",5649,121.359457,31.256021,mall
B0FFGB6HSM,悦乐坊,060102|071400|080000,金鼎路2218号乐坊精致生活广场东区5F层,"121.365274,31.259166","121.360652,31.261016",5649,121.360652,31.261016,mall
B0FFHOJC12,乐坊精致生活广场东区,060101|060102,金鼎路2218号(定边路地铁站1号口步行330米),"121.365537,31.25916","121.360915,31.261009",5649,121.360915,31.261009,mall
B0K3DUUIG3,艺龙安云酒店(上海虹桥机场定边路地铁站店),100100,曹安公路1978号(定边路地铁站3号口步行490米),"121.357293,31.255878","121.352685,31.257741",5649,121.352685,31.257741,hotel
B00156GXOJ,格林豪泰智选酒店(上海曹安公路定边路地铁站店),100105,曹安公路1798号(定边路地铁站2号口步行190米),"121.363091,31.254858","121.358473,31.256713",5649,121.358473,31.256713,hotel
B0J25ARGGH,安巢酒店(上海定边路地铁站店),100100,定边路119号(定边路地铁站1号口步行120米),"121.363879,31.257604","121.359260,31.259456",5649,121.35926,31.259456,hotel
B0FFG527NA,乐坊精致生活广场,060101|060102,金鼎路2218号(定边路)(定边路地铁站1号口步行340米),"121.365284,31.25917","121.360662,31.261020",5649,121.360662,31.26102,mall
B0L17Z83US,桔悦酒店(上海虹桥机场定边路地铁站店),100105,曹安公路1980号,"121.356596,31.256301","121.351990,31.258165",5649,121.35199,31.258165,hotel
B0FFJRCK4U,Zsmart智尚酒店(上海曹安轻纺市场丰庄地铁站店),100100,曹安公路1713号,"121.364658,31.252973","121.360038,31.254826",5649,121.360038,31.254826,hotel
B0FFJ62AVK,易居酒店(曹安轻纺市场定边路地铁站店),100100,定边路90号幸欣旅馆2楼(定边路地铁站1号口步行110米),"121.363907,31.255949","121.359288,31.257802",5649,121.359288,31.257802,hotel
B0FFLG8CXD,特别小栈日租公寓(上海丰庄店),100200,金鼎路2388弄金鼎香樟苑东区7幢,"121.361931,31.259588","121.357315,31.261442",5649,121.357315,31.261442,hotel
B0H07M19CM,格林豪泰酒店上海曹安路轻纺店大堂,100105,曹安公路1798号格林豪泰智选酒店(上海曹安公路定边路地铁站店),"121.363085,31.254831","121.358467,31.256686",5649,121.358467,31.256686,hotel
B0KBJXNKZ6,罗福佳公寓(江桥店),100100,曹安公路1928号(定边路地铁站3号口步行190米),"121.361259,31.255126","121.356644,31.256983",5649,121.356644,31.256983,hotel
B0KDAKF8C2,华唯酒店公寓,100100,北栅桥路与曹安公路交叉口北60米,"121.357468,31.256113","121.352860,31.257976",5649,121.35286,31.257976,hotel
B0JK6L63NP,北风的民宿(长风公园地区三店),100200,栅定路与东栅桥北路交叉口东南160米,"121.363387,31.2607","121.358768,31.262552",5649,121.358768,31.262552,hotel
B0LR0OPAQY,上海云桥酒店5号楼,100100,曹安公路1978号百佛园(东北角),"121.357475,31.256525","121.352867,31.258388",5649,121.352867,31.258388,hotel
B0HK1DBSMP,上海五花马旗舰店,060102|060603,真新街道曹安公路1833号万润酒店用品市场B区2020号,"121.360061,31.253683","121.355448,31.255543",5649,121.355448,31.255543,mall
B0H33X03PB,万润国际酒店(曹安国际商城店),100100,曹安公路1833-1899号曹安国际商城,"121.361975,31.253575","121.357359,31.255432",5649,121.357359,31.255432,hotel
B0K1V7T6EF,轻宿优选酒店式公寓(定边路店),100100,曹安公路与定边路交叉口东140米,"121.364575,31.254025","121.359955,31.255878",5649,121.359955,31.255878,hotel
B0FFMCREVZ,乐坊公寓(悦乐坊店),100200,定边路与金鼎路交叉口东北60米,"121.364775,31.25894","121.360154,31.260791",5649,121.360154,31.260791,hotel
B0LKS1KGGR,V格公寓,100200,金鼎路与东栅桥北路交叉口南220米,"121.361475,31.256675","121.356860,31.258531",5649,121.35686,31.258531,hotel
B0MU172J3T,上海江南里·森林mall,060100,真新街道曹安公路1899号,"121.358216,31.254536","121.353607,31.256398",5649,121.353607,31.256398,mall
B0L1DCV0F5,客商之家,100200,曹安公路1936号上海江桥批发市场,"121.359475,31.256625","121.354863,31.258484",5649,121.354863,31.258484,hotel
B0L05NRZ09,上海柏奕酒店有限公司,100100,曹安公路与外环沪宁立交桥交叉口东80米,"121.356425,31.256125","121.351819,31.257989",5649,121.351819,31.257989,hotel
B0L3AST2L6,OrangeHotel,100100,曹安公路与外环沪宁立交桥交叉口东80米,"121.356475,31.256275","121.351869,31.258139",5649,121.351869,31.258139,hotel
B0HRHKZE4K,东恒宾馆(上海曹安公路轻纺市场定边路地铁站店)(暂停营业),100100,曹安公路1718号(定边路地铁站1号口步行450米),"121.364865,31.254033","121.360244,31.255886",5649,121.360244,31.255886,hotel
B00155ISCI,南郊宾馆,100102|050000,南桥新城展园路398号,"121.48357,30.924715","121.479106,30.926854",7009,121.479106,30.926854,hotel
